nicolas	_
à	à	P	_
commander	commander	VINF	_
,	,	PONCT	_
avant	avant	P	_
d'	de	P	_
être	être	VINF	_
tout	tout	PRO	_
-	-	PONCT	_
à	à	P	_
-	-	PONCT	_
fait	faire	V	_
raisonnable	raisonnable	ADJ	_
:	:	PONCT	_
à	à	P	_
-	-	PONCT	_
présent	présent	NC	_
,	,	PONCT	_
ce	ce	PRO	_
que	que	PROREL	_
je	je	CLS	_
préfèrerais	préférer	V	_
,	,	PONCT	_
ça	ça	CLS	_
serait	être	V	_
de	de	P	_
vous	vous	CLO	_
obéir	obéir	VINF	_
:	:	PONCT	_
je	je	CLS	_
suis	être	V	_
un-peu	un-peu	ADV	_
vive	vif	ADJ	_
,	,	PONCT	_
fière	fier	ADJ	_
,	,	PONCT	_
orgueilleuse	orgueilleux	ADJ	_
;	;	PONCT	_
j'	je	CLS	_
aimerais	aimer	V	_
à	à	P	_
-	-	PONCT	_
paraître	paraître	VINF	_
,	,	PONCT	_
à	à	P	_
-	-	PONCT	_
être	être	VINF	_
riche	riche	ADJ	_
...	…	PONCT	_
mais	mais	CC	_
je	je	CLS	_
crais	crais	V	_
que	que	CS	_
je	je	CLS	_
l'	il	CLO	_
ai	avoir	V	_
déja	déja	VPP	_
dit	dire	VPP	_
,	,	PONCT	_
en-parlant	en-parlant	VPR	_
de	de	P	_
mes	mon	DET	_
goûts	goût	NC	_
.	.	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
toujours	toujours	ADV	_
tendrement	tendrement	ADV	_
aimé	aimer	VPP	_
mes	mon	DET	_
frères	frère	NC	_
et	et	CC	_
mes	mon	DET	_
soeurs	sœur	NC	_
;	;	PONCT	_
mais	mais	CC	_
principalement	principalement	ADV	_
Edmond	Edmond	NP	_
,	,	PONCT	_
et	et	CC	_
toute	tout	ADJ	_
mon	mon	DET	_
envie	envie	NC	_
,	,	PONCT	_
si	si	CS	_
jamais	jamais	ADV	_
je	je	CLS	_
fesais	fesais	V	_
mon	mon	DET	_
chemin	chemin	NC	_
,	,	PONCT	_
ça	ça	CLS	_
serait	être	V	_
de	de	P	_
leur	leur	DET	_
être	être	NC	_
utile	utile	ADJ	_
,	,	PONCT	_
et	et	CC	_
d'	de	P	_
avoir	avoir	VINF	_
la	le	DET	_
gloire	gloire	NC	_
,	,	PONCT	_
que	que	PROREL	_
mon	mon	DET	_
père	père	NC	_
et	et	CC	_
ma	mon	DET	_
mère	mère	NC	_
dîssent	dîssent	V	_
le	le	DET	_
soir	soir	NC	_
aux	à_le	P+D	_
veillées	veillée	NC	_
,	,	PONCT	_
quand	quand	CS	_
ils	il	CLS	_
causent	causer	V	_
entr'eux	entr'eux	ADV	_
devant	devant	P	_
toute	tout	ADJ	_
leur	leur	DET	_
famille	famille	NC	_
:	:	PONCT	_
-	-	PONCT	_
c'	ce	CLS	_
est	être	V	_
pourtant	pourtant	ADV	_
notre	notre	DET	_
fille	fille	NC	_
Ursule	Ursule	NP	_
,	,	PONCT	_
qui	qui	PROREL	_
procure	procurer	V	_
telle	tel	ADJ	_
et	et	CC	_
telle	tel	ADJ	_
chose	chose	NC	_
à	à	P	_
son	son	DET	_
frère	frère	NC	_
,	,	PONCT	_
à	à	P	_
sa	son	DET	_
soeur	sœur	NC	_
-	-	PONCT	_
!	!	PONCT	_
Il	il	CLS	_
me	je	CLO	_
semble	sembler	V	_
que	que	CS	_
je	je	CLS	_
serais	être	V	_
bien-glorieuse	bien-glorieuse	ADJ	_
,	,	PONCT	_
si	si	CS	_
on	on	CLS	_
disait	dire	V	_
ça	ça	PRO	_
de	de	P	_
moi	je	PRO	_
,	,	PONCT	_
comme	comme	CS	_
je	je	CLS	_
l'	il	CLO	_
ai	avoir	V	_
entendu	entendre	VPP	_
dire	dire	VINF	_
de	de	P	_
vous	vous	PRO	_
,	,	PONCT	_
madame	madame	NC	_
,	,	PONCT	_
au	à_le	P+D	_
sujet	sujet	NC	_
d'	de	P	_
Edmond	Edmond	NP	_
et	et	CC	_
au	à_le	P+D	_
mien	mien	NC	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
sur-tout	sur-tout	NP	_
à	à	P	_
Edmond	Edmond	NP	_
que	que	CS	_
je	je	CLS	_
voudrais	vouloir	V	_
être	être	VINF	_
profitable	profitable	ADJ	_
,	,	PONCT	_
quoique	quoique	CS	_
je	je	CLS	_
ne	ne	ADV	_
sache	savoir	V	_
pas	pas	ADV	_
trop	trop	ADV	_
comment	comment	PROWH	_
ça	ça	CLS	_
pourrait	pouvoir	V	_
être	être	VINF	_
.	.	PONCT	_
Je	je	CLS	_
voudrais	vouloir	V	_
bien	bien	ADV	_
aussi	aussi	ADV	_
l'	le	DET	_
être	être	NC	_
à	à	P	_
ma	mon	DET	_
future	future	NC	_
bellesoeur	bellesœur	ADJ	_
*	*	X	_
Fanchon	Fanchon	NP	_
:	:	PONCT	_
car	car	CC	_
vous	vous	CLS	_
ne	ne	ADV	_
sauriez	savoir	V	_
croire	croire	VINF	_
,	,	PONCT	_
madame	madame	NC	_
,	,	PONCT	_
comme	comme	CS	_
c'	ce	CLS	_
est	être	V	_
une	un	DET	_
jolie	joli	ADJ	_
-	-	PONCT	_
fille	fille	NC	_
!	!	PONCT	_
Je	je	CLS	_
crois	croire	V	_
pourtant	pourtant	ADV	_
que	que	CS	_
vous	vous	CLS	_
l'	il	CLO	_
avez	avoir	V	_
vue	voir	VPP	_
au	à_le	P+D	_
voyage	voyage	NC	_
à	à	P	_
(...)	…	PONCT	_
;	;	PONCT	_
car	car	CC	_
elle	il	CLS	_
y	y	CLO	_
était	être	V	_
,	,	PONCT	_
comme	comme	CS	_
vous	vous	CLS	_
savez	savoir	V	_
.	.	PONCT	_
Nous	nous	CLS	_
sommes	être	V	_
amies	ami	ADJ	_
dès	dès	P	_
l'	le	DET	_
enfance	enfance	NC	_
;	;	PONCT	_
car	car	CC	_
outre	outre	P	_
qu'	que	CS	_
il	il	CLS	_
a	avoir	V	_
toujours	toujours	ADV	_
été	être	VPP	_
dit	dire	VPP	_
qu'	que	CS	_
elle	il	CLS	_
serait	être	V	_
ma	mon	DET	_
bellesoeur	bellesœur	NC	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
qu'	que	CS	_
elle	il	CLS	_
est	être	V	_
la	le	DET	_
plus	plus	ADV	_
-	-	PONCT	_
jolie	joli	ADJ	_
de	de	P	_
tout	tout	ADJ	_
le	le	DET	_
pays	pays	NC	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
je	je	CLS	_
me	je	CLO	_
trouvais	trouver	V	_
plus	plus	ADV	_
-	-	PONCT	_
honorée	honorer	VPP	_
d'	de	P	_
être	être	VINF	_
avec	avec	P	_
elle	il	PRO	_
,	,	PONCT	_
qu'	que	CS	_
avec	avec	P	_
toutes	tout	ADJ	_
les	le	DET	_
autres	autre	ADJ	_
filles	fille	NC	_
.	.	PONCT	_
Et	et	CC	_
elle	il	CLS	_
m'	je	CLO	_
aimait	aimer	V	_
-	-	PONCT	_
bien	bien	ADV	_
aussi	aussi	ADV	_
,	,	PONCT	_
ainsi	ainsi	ADV	_
que	que	CS	_
mon	mon	DET	_
frère	frère	NC	_
Edmond	Edmond	NP	_
,	,	PONCT	_
et	et	CC	_
je	je	CLS	_
crois	croire	V	_
que	que	CS	_
si	si	CS	_
*	*	X	_
Edmond	Edmond	NP	_
avait	avoir	V	_
été	être	VPP	_
l'	le	DET	_
aîné	aîné	NC	_
,	,	PONCT	_
pour	pour	P	_
rester	rester	VINF	_
au	à_le	P+D	_
village	village	NC	_
,	,	PONCT	_
elle	il	CLS	_
n'	ne	ADV	_
en-aurait	en-aurait	V	_
pas	pas	ADV	_
été	être	VPP	_
fâchée	fâcher	VPP	_
:	:	PONCT	_
car	car	CC	_
Pierre	Pierre	NP	_
est	être	V	_
par-trop-sérieus	par-trop-sérieus	ADJ	_
.	.	PONCT	_
Mais	mais	CC	_
c'	ce	CLS	_
est	être	V	_
pourtant	pourtant	ADV	_
un	un	DET	_
bon	bon	NC	_
-	-	PONCT	_
humain	humain	ADJ	_
,	,	PONCT	_
quoique	quoique	CS	_
n'	ne	ADV	_
ayant	avoir	VPR	_
pas	pas	ADV	_
cette	ce	DET	_
aimable	aimable	ADJ	_
façon	façon	NC	_
d'	de	P	_
Edmond	Edmond	NP	_
.	.	PONCT	_
Et	et	CC	_
une	un	DET	_
fois	fois	NC	_
,	,	PONCT	_
que	que	PROREL	_
j'	je	CLS	_
ai	avoir	V	_
écrit	écrire	VPP	_
ici	ici	ADV	_
en-cachette	en-cachette	NC	_
de	de	P	_
tout	tout	ADJ	_
le	le	DET	_
monde	monde	NC	_
à	à	P	_
Edmond	Edmond	NP	_
,	,	PONCT	_
pour	pour	P	_
qu'	que	CS	_
il	il	CLS	_
me	je	CLO	_
fît	faire	V	_
venir	venir	VINF	_
à	à	P	_
la	le	DET	_
ville	ville	NC	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
Fanchon	Fanchon	NP	_
qui	qui	PROREL	_
a	avoir	V	_
porté	porter	VPP	_
ma	mon	DET	_
lettre	lettre	NC	_
à	à	P	_
la	le	DET	_
poste	poste	NC	_
à	à	P	_
*	*	PONCT	_
v	u	NC	_
;	;	PONCT	_
et	et	CC	_
quand	quand	CS	_
Edmond	Edmond	NP	_
est	être	V	_
venu	venir	VPP	_
,	,	PONCT	_
elle	il	CLS	_
lui	il	CLO	_
a	avoir	V	_
redemandé	redemander	VPP	_
ma	mon	DET	_
lettre	lettre	NC	_
,	,	PONCT	_
depeur	depeur	NC	_
qu'	que	PROREL	_
elle	il	CLS	_
ne	ne	ADV	_
fût	être	V	_
trouvée	trouver	VPP	_
.	.	PONCT	_
Je	je	CLS	_
ne	ne	ADV	_
sais	savoir	V	_
pas	pas	ADV	_
si	si	CS	_
vous	vous	CLS	_
l'	il	CLO	_
avez	avoir	V	_
lue	lire	VPP	_
,	,	PONCT	_
madame	madame	NC	_
;	;	PONCT	_
car	car	CC	_
elle	il	CLS	_
était	être	V	_
bien-simple	bien-simple	ADJ	_
!	!	PONCT	_
Mais	mais	CC	_
je	je	CLS	_
ne	ne	ADV	_
savais	savoir	V	_
pas	pas	ADV	_
encore	encore	ADV	_
trop	trop	ADV	_
-	-	PONCT	_
bien	bien	ADV	_
écrire	écrire	VINF	_
.	.	PONCT	_
Dans	dans	P	_
tous	tout	ADJ	_
nos	notre	DET	_
jeux	jeu	NC	_
et	et	CC	_
dans	dans	P	_
tous	tout	ADJ	_
nos	notre	DET	_
amusemens	amusement	NC	_
,	,	PONCT	_
j'	je	CLS	_
ai	avoir	V	_
toujours	toujours	ADV	_
préféré	préférer	VPP	_
Fanchon	Fanchon	NP	_
à	à	P	_
mes	mon	DET	_
propres	propre	ADJ	_
soeurs	sœur	NC	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
qu'	que	CS	_
elle	il	CLS	_
est	être	V	_
si	si	ADV	_
aimable	aimable	ADJ	_
,	,	PONCT	_
si	si	ADV	_
complaisante	complaisant	ADJ	_
!	!	PONCT	_
Et	et	CC	_
-	-	PONCT	_
puis	puis	CC	_
nous	nous	CLS	_
-nous	nous	CLO	_
disions	dire	V	_
tous	tout	ADJ	_
nos	notre	DET	_
petits	petit	ADJ	_
secrets	secret	NC	_
.	.	PONCT	_
Par-exemple	Par-exemple	NP	_
,	,	PONCT	_
à	à	P	_
-	-	PONCT	_
présent	présent	NC	_
,	,	PONCT	_
elle	il	CLS	_
m'	je	CLO	_
avoue	avouer	V	_
,	,	PONCT	_
que	que	CS	_
Pierre	Pierre	NP	_
notre	notre	DET	_
aîné	aîné	NC	_
lui	il	CLO	_
inspire	inspirer	V	_
du	de_le	P+D	_
respect	respect	NC	_
,	,	PONCT	_
et	et	CC	_
qu'	que	CS	_
elle	il	CLS	_
a	avoir	V	_
plûs	plûs	VPP	_
de	de	P	_
confiance	confiance	NC	_
en-lui	en-lui	ADJ	_
,	,	PONCT	_
qu'	que	CS	_
elle	il	CLS	_
n'	ne	ADV	_
en-aurait	en-aurait	V	_
eu	avoir	VPP	_
en	en	P	_
-	-	PONCT	_
Edmond	Edmond	NP	_
,	,	PONCT	_
quoiqu'	quoique	CS	_
elle	il	CLS	_
eût	avoir	V	_
peut-être	peut-être	ADV	_
eût	avoir	V	_
plûs	plûs	VPP	_
d'	de	P	_
amitié	amitié	NC	_
pour	pour	P	_
le	le	DET	_
dernier	dernier	NC	_
.	.	PONCT	_
De	de	P	_
mon	mon	DET	_
côté	côté	NC	_
,	,	PONCT	_
je	je	CLS	_
vais	aller	V	_
toujours	toujours	ADV	_
lui	il	CLO	_
contant	conter	VPR	_
mes	mon	DET	_
affaires	affaire	NC	_
et	et	CC	_
toutes	tout	ADJ	_
mes	mon	DET	_
pensées	pensée	NC	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
je	je	CLS	_
ne	ne	ADV	_
m'	je	CLO	_
écarterai	écarter	V	_
jamais	jamais	ADV	_
de	de	P	_
la	le	DET	_
crainte	crainte	NC	_
de	de	P	_
*	*	X	_
Dieu	Dieu	NP	_
à	à	P	_
la	le	DET	_
ville	ville	NC	_
,	,	PONCT	_
sous	sous	P	_
votre	votre	DET	_
bonne	bon	ADJ	_
protection	protection	NC	_
,	,	PONCT	_
madame	madame	NC	_
.	.	PONCT	_
Mais	mais	CC	_
voila	voiler	V	_
une	un	DET	_
bien	bien	ADV	_
longue	long	ADJ	_
lettre	lettre	NC	_
!	!	PONCT	_
Et	et	CC	_
mon	mon	DET	_
papier	papier	NC	_
est	être	V	_
fini	finir	VPP	_
.	.	PONCT	_
Je	je	CLS	_
cesse	cesser	V	_
donc	donc	ADV	_
,	,	PONCT	_
pour	pour	P	_
vous	vous	CLO	_
dire	dire	VINF	_
,	,	PONCT	_
que	que	CS	_
j'	je	CLS	_
ai	avoir	V	_
l'	le	DET	_
honneur	honneur	NC	_
d'	de	P	_
être	être	VINF	_
avec	avec	P	_
le	le	DET	_
plus	plus	ADV	_
grand	grand	ADJ	_
respect	respect	NC	_
,	,	PONCT	_
madame	madame	NC	_
,	,	PONCT	_
votre	votre	DET	_
,	,	PONCT	_
etc.	etc.	ADV	_
Lettre	Lettre	NC	_
3	3	ADJ	_
.	.	PONCT	_
*	*	X	_
9	9	ADJ	_
octobre	octobre	NC	_
.	.	PONCT	_
*	*	X	_
Mme	Mme	NC	_
Parangon	Parangon	NP	_
,	,	PONCT	_
au	à_le	P+D	_
père	père	NC	_
R.	R.	NP	_
(	(	PONCT	_
elle	il	CLS	_
redemande	redemander	V	_
Ursule	Ursule	NP	_
,	,	PONCT	_
et	et	CC	_
nous	nous	CLS	_
fait	faire	V	_
la	le	DET	_
déclaration	déclaration	NC	_
de	de	P	_
la	le	DET	_
tromperie	tromperie	NC	_
qu'	que	PROREL	_
on	on	CLS	_
a	avoir	V	_
faite	faire	VPP	_
à	à	P	_
Edmond	Edmond	NP	_
.	.	PONCT	_
)	)	PONCT	_
je	je	CLS	_
félicite	féliciter	V	_
ma	mon	DET	_
bonne	bonne	NC	_
-	-	PONCT	_
amie	ami	NC	_
*	*	PONCT	_
Ursule	Ursule	NC	_
d'	de	P	_
être	être	VINF	_
retournée	retourner	VPP	_
auprès	auprès	ADV	_
de	de	P	_
vous	vous	PRO	_
,	,	PONCT	_
monsieur	monsieur	NC	_
et	et	CC	_
madame	madame	NC	_
:	:	PONCT	_
elle	il	CLS	_
ne	ne	ADV	_
saurait	savoir	V	_
être	être	VINF	_
mieux	mieux	ADV	_
.	.	PONCT	_
Cependant	cependant	ADV	_
,	,	PONCT	_
elle	il	CLS	_
m'	je	CLO	_
est	être	V	_
si	si	ADV	_
chère	cher	ADJ	_
,	,	PONCT	_
et	et	CC	_
je	je	CLS	_
m'	je	CLO	_
y	y	CLO	_
étais	être	V	_
déja	déja	ADV	_
tellement	tellement	ADV	_
attachée	attacher	VPP	_
,	,	PONCT	_
que	que	PROREL	_
j'	je	CLS	_
espère	espérer	V	_
que	que	CS	_
vous	vous	CLS	_
me	je	CLO	_
la	il	CLO	_
rendrez	rendre	V	_
bientôt	bientôt	ADV	_
:	:	PONCT	_
car	car	CC	_
je	je	CLS	_
ne	ne	ADV	_
renoncerais	renoncer	V	_
pas	pas	ADV	_
volontiers	volontiers	ADV	_
au	à_le	P+D	_
plaisir	plaisir	NC	_
que	que	CS	_
sa	son	DET	_
société	société	NC	_
m'	je	CLO	_
a	avoir	V	_
procuré	procurer	VPP	_
pendant	pendant	P	_
le	le	DET	_
séjour	séjour	NC	_
qu'	que	PROREL	_
elle	il	CLS	_
a	avoir	V	_
fait	faire	VPP	_
ici	ici	ADV	_
.	.	PONCT	_
Mais	mais	CC	_
j'	je	CLS	_
ai	avoir	V	_
été	être	VPP	_
charmée	charmer	VPP	_
qu'	que	CS	_
elle	il	CLS	_
vous	vous	CLO	_
accompagnât	accompagner	V	_
,	,	PONCT	_
pour	pour	P	_
suppléer	suppléer	VINF	_
aux	à_le	P+D	_
détails	détail	NC	_
,	,	PONCT	_
que	que	CS	_
je	je	CLS	_
ne	ne	ADV	_
pouvais	pouvoir	V	_
vous	vous	CLO	_
faire	faire	VINF	_
,	,	PONCT	_
et	et	CC	_
dans	dans	P	_
lesquels	lequel	PROREL	_
je	je	CLS	_
ne	ne	ADV	_
me	je	CLO	_
hasarderai	hasarder	V	_
jamais	jamais	ADV	_
d'	de	P	_
entrer	entrer	VINF	_
par	par	P	_
lettre	lettre	NC	_
:	:	PONCT	_
tout	tout	ADJ	_
ce	ce	PRO	_
que	que	PROREL	_
je	je	CLS	_
puis	pouvoir	V	_
vous	vous	CLO	_
dire	dire	VINF	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
que	que	CS	_
si	si	CS	_
j'	je	CLS	_
ai	avoir	V	_
fait	faire	VPP	_
manquer	manquer	VINF	_
le	le	DET	_
mariage	mariage	NC	_
d'	de	P	_
Edmond	Edmond	NP	_
avec	avec	P	_
ma	mon	DET	_
cousine	cousine	NC	_
,	,	PONCT	_
c'	ce	CLS	_
est	être	V	_
que	que	CS	_
je	je	CLS	_
n'	ne	ADV	_
ai	avoir	V	_
pas	pas	ADV	_
cru	croire	VPP	_
qu'	que	CS	_
il	il	CLS	_
fût	être	V	_
honorable	honorable	ADJ	_
pour	pour	P	_
lui	il	PRO	_
,	,	PONCT	_
ni	ni	CC	_
même	même	ADV	_
avantageus	avantageus	ADJ	_
pour	pour	P	_
elle	il	PRO	_
,	,	PONCT	_
dans	dans	P	_
sa	son	DET	_
position	position	NC	_
.	.	PONCT	_
Elle	il	CLS	_
a	avoir	V	_
eu	avoir	VPP	_
le	le	DET	_
malheur	malheur	NC	_
,	,	PONCT	_
sinon	sinon	P	_
de	de	P	_
manquer	manquer	VINF	_
de	de	P	_
sagesse	sagesse	NC	_
,	,	PONCT	_
aumoins	aumoins	NC	_
de	de	P	_
manquer	manquer	VINF	_
de	de	P	_
courage	courage	NC	_
,	,	PONCT	_
ou	ou	CC	_
de	de	P	_
bonheur	bonheur	NC	_
,	,	PONCT	_
en	en	P	_
se	se	CLO	_
laissant	laisser	VPR	_
tromper	tromper	VINF	_
par	par	P	_
un	un	DET	_
homme	homme	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
sans	sans	P	_
-	-	PONCT	_
doute	doute	NC	_
a	avoir	V	_
employé	employer	VPP	_
des	un	DET	_
moyens	moyen	NC	_
audessus	audessus	ADV	_
des	de_le	P+D	_
forces	force	NC	_
et	et	CC	_
des	un	DET	_
lumières	lumière	NC	_
d'	de	P	_
une	un	DET	_
jeune	jeune	ADJ	_
-	-	PONCT	_
fille	fille	NC	_
:	:	PONCT	_
car	car	CC	_
ma	mon	DET	_
cousine	cousine	NC	_
est	être	V	_
honnête	honnête	ADJ	_
,	,	PONCT	_
et	et	CC	_
je	je	CLS	_
l'	il	CLO	_
ai	avoir	V	_
connue	connaître	VPP	_
très	très	ADV	_
-	-	PONCT	_
estimable	estimable	ADJ	_
.	.	PONCT	_
On	on	CLS	_
ne	ne	ADV	_
change	changer	V	_
pas	pas	ADV	_
ainsi	ainsi	ADV	_
de	de	P	_
caractère	caractère	NC	_
,	,	PONCT	_
ni	ni	CC	_
aussi	aussi	ADV	_
promptement	promptement	ADV	_
,	,	PONCT	_
et	et	CC	_
on	on	CLS	_
ne	ne	ADV	_
se	se	CLO	_
laisserait	laisser	V	_
pas	pas	ADV	_
séduire	séduire	VINF	_
par	par	P	_
un	un	DET	_
homme	homme	NC	_
-	-	PONCT	_
marié	marier	VPP	_
,	,	PONCT	_
si	si	CS	_
ce	ce	DET	_
dernier	dernier	NC	_
n'	ne	ADV	_
employait	employer	V	_
qu'	qu'	ADV	_
une	un	DET	_
séduction	séduction	NC	_
ordinaire	ordinaire	ADJ	_
.	.	PONCT	_
Mais	mais	CC	_
tout	tout	PRO	_
en-excusant	en-excusant	VPR	_
ma	mon	DET	_
pauvre	pauvre	ADJ	_
cousine	cousine	NC	_
,	,	PONCT	_
autant	autant	ADV	_
que	que	CS	_
je	je	CLS	_
le	il	CLO	_
dois	devoir	V	_
,	,	PONCT	_
je	je	CLS	_
n'	ne	ADV	_
ai	avoir	V	_
pu	pouvoir	VPP	_
souffrir	souffrir	VINF	_
qu'	que	CS	_
on	on	CLS	_
trompât	tromper	V	_
un	un	DET	_
jeune	jeune	ADJ	_
-	-	PONCT	_
homme	homme	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
a	avoir	V	_
droit	droit	NC	_
à	à	P	_
la	le	DET	_
protection	protection	NC	_
de	de	P	_
ceux	celui	PRO	_
qui	qui	PROREL	_
l'	il	CLO	_
ont	avoir	V	_
attiré	attirer	VPP	_
chés	chés	NC	_
eux	il	PRO	_
;	;	PONCT	_
et	et	CC	_
je	je	CLS	_
me	je	CLO	_
serais	être	V	_
crue	croire	VPP	_
très	très	ADV	_
-	-	PONCT	_
coupable	coupable	ADJ	_
,	,	PONCT	_
si	si	CS	_
je	je	CLS	_
ne	ne	ADV	_
l'	il	CLO	_
avais	avoir	V	_
pas	pas	ADV	_
empêché	empêcher	VPP	_
,	,	PONCT	_
le	il	CLO	_
pouvant	pouvoir	VPR	_
.	.	PONCT	_
Je	je	CLS	_
vous	vous	CLO	_
prie	prier	V	_
instamment	instamment	ADV	_
,	,	PONCT	_
monsieur	monsieur	NC	_
et	et	CC	_
madame	madame	NC	_
,	,	PONCT	_
de	de	P	_
garder	garder	VINF	_
le	le	DET	_
silence	silence	NC	_
sur	sur	P	_
cette	ce	DET	_
malheureuse	malheureux	ADJ	_
avanture	aventure	NC	_
,	,	PONCT	_
et	et	CC	_
de	de	P	_
me	je	CLO	_
croire	croire	VINF	_
,	,	PONCT	_
avec	avec	P	_
tous	tout	ADJ	_
les	le	DET	_
sentimens	sentiment	NC	_
que	que	PROREL	_
vous	vous	CLS	_
méritez	mériter	V	_
,	,	PONCT	_
votre	votre	DET	_
,	,	PONCT	_
etc.	etc.	ADV	_
*	*	X	_
Colette	Colette	NP	_
*	*	PONCT	_
C	C	NC	_
,	,	PONCT	_
fme	fme	NC	_
Parangon	Parangon	NP	_
.	.	PONCT	_
P.	P.	X	_
-	-	PONCT	_
s	s	NC	_
.	.	PONCT	_
J'	je	CLS	_
attens	attendre	V	_
votre	votre	DET	_
Ursule	Ursule	NP	_
,	,	PONCT	_
et	et	CC	_
la	le	DET	_
mienne	mien	NC	_
,	,	PONCT	_
le	le	DET	_
plutôt	plutôt	ADV	_
possible	possible	ADJ	_
:	:	PONCT	_
faites	faire	V	_
-moi	je	CLO	_
ce	ce	DET	_
plaisir	plaisir	NC	_
;	;	PONCT	_
j'	je	CLS	_
en-serai	en-serai	V	_
reconnaissante	reconnaissant	ADJ	_
.	.	PONCT	_
à	à	P	_
Ursule	Ursule	NP	_
.	.	PONCT	_
J'	je	CLS	_
espère	espérer	V	_
que	que	CS	_
ton	ton	DET	_
père	père	NC	_
voudra	vouloir	V	_
bien	bien	ADV	_
te	tu	CLO	_
lire	lire	VINF	_
ces	ce	DET	_
deux	deux	ADJ	_
lignes	ligne	NC	_
:	:	PONCT	_
je	je	CLS	_
desire	désirer	V	_
beaucoup	beaucoup	ADV	_
ma	mon	DET	_
bonne	bonne	NC	_
-	-	PONCT	_
amie	ami	ADJ	_
*	*	X	_
Ursule	Ursule	NP	_
,	,	PONCT	_
et	et	CC	_
je	je	CLS	_
la	il	CLO	_
prie	prier	V	_
de	de	P	_
compter	compter	VINF	_
sur	sur	P	_
moi	je	PRO	_
tant	tant	ADV	_
que	que	CS	_
je	je	CLS	_
vivrai	vivre	V	_
.	.	PONCT	_
Lettre	lettre	NC	_
4	4	ADJ	_
*	*	X	_
13	13	ADJ	_
décembre	décembre	NC	_
.	.	PONCT	_
*	*	X	_
Ursule	Ursule	NP	_
,	,	PONCT	_
à	à	P	_
Fanchon	Fanchon	NP	_
Berthier	Berthier	NP	_
.	.	PONCT	_
(	(	PONCT	_
elle	il	CLS	_
est	être	V	_
retournée	retourner	VPP	_
à	à	P	_
la	le	DET	_
ville	ville	NC	_
,	,	PONCT	_
et	et	CC	_
commence	commencer	V	_
à	à	P	_
laisser	laisser	VINF	_
voir	voir	VINF	_
un-peu	un-peu	NC	_
de	de	P	_
goût	goût	NC	_
mondain	mondain	ADJ	_
.	.	PONCT	_
)	)	PONCT	_
ma	mon	DET	_
chère	cher	ADJ	_
bonne	bonne	NC	_
-	-	PONCT	_
amie	ami	NC	_
;	;	PONCT	_
nous	nous	CLS	_
-nous	nous	CLO	_
félicitons	féliciter	V	_
,	,	PONCT	_
mon	mon	DET	_
frère	frère	NC	_
Edmond	Edmond	NP	_
et	et	CC	_
moi	je	PRO	_
,	,	PONCT	_
du	de_le	P+D	_
bonheur	bonheur	NC	_
dont	dont	PROREL	_
va	aller	V	_
jouir	jouir	VINF	_
notre	notre	DET	_
cher	cher	ADJ	_
aîné	aîné	NC	_
,	,	PONCT	_
en-t	en-t	NC	_
'	'	PONCT	_
obtenant	obtenir	VPR	_
pour	pour	P	_
femme	femme	NC	_
:	:	PONCT	_
tu	tu	CLS	_
étais	être	V	_
déja	déja	ADJ	_
notre	notre	DET	_
soeur	sœur	NC	_
par	par	P	_
l'	le	DET	_
affection	affection	NC	_
,	,	PONCT	_
et	et	CC	_
de	de	P	_
-	-	PONCT	_
plûs	plûs	NC	_
mon	mon	DET	_
amie	ami	NC	_
dès	dès	P	_
l'	le	DET	_
enfance	enfance	NC	_
,	,	PONCT	_
à	à	P	_
moi	je	PRO	_
;	;	PONCT	_
je	je	CLS	_
ne	ne	ADV	_
puis	pouvoir	V	_
donc	donc	ADV	_
que	que	ADV	_
bénir	bénir	VINF	_
un	un	DET	_
mariage	mariage	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
va	aller	V	_
resserrer	resserrer	VINF	_
les	le	DET	_
noeuds	nœud	NC	_
qui	qui	PROREL	_
nous	nous	CLO	_
unissaient	unir	V	_
,	,	PONCT	_
et	et	CC	_
donner	donner	VINF	_
à	à	P	_
l'	le	DET	_
aîné	aîné	NC	_
de	de	P	_
notre	notre	DET	_
famille	famille	NC	_
une	un	DET	_
compagne	compagne	NC	_
,	,	PONCT	_
telle	tel	ADJ	_
que	que	CS	_
le	le	DET	_
fut	fut	NC	_
pour	pour	P	_
notre	notre	DET	_
bon	bon	ADJ	_
père	père	NC	_
,	,	PONCT	_
barbe	barbe	NC	_
*	*	PONCT	_
De	de	P	_
-	-	PONCT	_
Bertro	Bertro	NP	_
.	.	PONCT	_
Ma	mon	DET	_
chère	cher	ADJ	_
bonne	bonne	NC	_
-	-	PONCT	_
amie	ami	NC	_
!	!	PONCT	_
Tu	tu	CLS	_
vas	aller	V	_
avoir	avoir	VINF	_
